,popularity,vote_average,vote_count,production_budget,worldwide_gross,profit,genre,genre_1,genre_2
1223,30.318,6.4,6719,300000000,879620923,579620923,action,adventure,thriller
1225,46.775,7.4,11585,175000000,880166350,705166350,action,adventure,sci-fi
1226,25.783,7.2,10375,5000000,278964806,273964806,comedy,romance,sport
1228,10.690999999999999,5.0,2495,5000000,31149251,26149251,comedy,crime,drama
1230,8.799,6.2,415,4000000,679482,-3320518,drama,horror,sci-fi
1232,19.142,6.7,4275,185000000,335802233,150802233,action,adventure,sci-fi
1233,20.487,7.4,6182,190000000,467381584,277381584,action,adventure,sci-fi
1234,0.6,6.0,3,60000000,88832210,28832210,documentary,drama,sport
1236,17.174,6.7,1160,30000000,165889117,135889117,drama,music,romance
1237,10.925,6.8,1252,33000000,165552290,132552290,drama,music,romance
1242,9.812999999999999,5.3,559,35000000,17967746,-17032254,action,crime,thriller
1243,2.84,4.9,8,22000000,4065020,-17934980,crime,drama,thriller
1245,12.100999999999999,6.5,1308,70000000,183353431,113353431,adventure,animation,comedy
1247,11.731,7.7,2048,28000000,202182981,174182981,biography,drama,history
1249,5.91,5.2,135,10000000,161097,-9838903,drama,mystery,thriller
1250,8.749,5.7,255,25000000,11253821,-13746179,action,drama,thriller
1253,6.5729999999999995,5.1,91,2500000,0,-2500000,action,adventure,comedy
1255,7.412000000000001,7.4,770,1900000,4581937,2681937,comedy,drama,romance
1256,14.415999999999999,6.0,2716,75000000,89758389,14758389,action,adventure,fantasy
1257,7.763,7.3,982,14000000,34044909,20044909,biography,drama,history
1258,16.53,5.9,13533,175000000,746059887,571059887,action,adventure,fantasy
1260,11.36,6.6,726,2500000,593933,-1906067,action,comedy,drama
1261,14.39,6.7,3934,50000000,257972745,207972745,mystery,sci-fi,thriller
1262,12.046,6.5,130,16000000,20723581,4723581,action,crime,thriller
1265,3.412,4.8,55,20000000,1703281,-18296719,action,adventure,fantasy
1266,16.925,7.0,752,20000000,7034615,-12965385,fantasy,horror,mystery
1267,5.232,5.1,44,8000000,44197,-7955803,action,crime,drama
1268,10.0,6.9,1789,3000000,5837111,2837111,adventure,comedy,drama
1269,7.551,6.0,604,5000000,4620399,-379601,comedy,drama,romance
1271,11.321,6.1,339,19000000,7576604,-11423396,comedy,drama,romance
1272,11.235999999999999,7.2,787,4750000,4972016,222016,drama,horror,thriller
1275,8.969,6.2,605,32000000,70587268,38587268,action,crime,thriller
1277,21.511,7.5,6407,260000000,586477240,326477240,adventure,animation,comedy
1278,7.727,5.5,348,145000000,448191819,303191819,adventure,animation,drama
1281,4.486000000000001,7.6,11,1500000,98806,-1401194,action,comedy,crime
1282,16.523,7.0,304,10000000,51620593,41620593,action,animation,comedy
1283,25.619,5.8,4259,13500000,202000000,188500000,action,adventure,comedy
1284,15.095999999999998,5.9,1860,135000000,245328374,110328374,action,adventure,comedy
1289,9.251,7.4,486,10000000,6646669,-3353331,biography,drama,history
1291,0.6,6.0,1,20000000,9985316,-10014684,biography,drama,war
1294,11.575999999999999,5.3,799,30000000,56096200,26096200,biography,drama,thriller
1295,9.993,6.2,565,25000000,28400715,3400715,biography,drama,history
1296,2.142,4.7,15,6000000,408159,-5591841,biography,drama,sport
1297,12.967,5.8,3657,38000000,111336398,73336398,action,adventure,drama
1298,17.097,6.3,2703,110000000,177241171,67241171,action,adventure,thriller
1299,13.81,6.9,3407,40000000,152962083,112962083,action,crime,drama
1301,13.717,6.6,2615,50200000,126931325,76731325,romance,sci-fi,thriller
1302,8.417,5.1,108,25000000,0,-25000000,adventure,family,fantasy
1303,11.981,6.8,3251,130000000,373993951,243993951,action,adventure,animation
1304,8.559,7.4,3853,30000000,68984536,38984536,drama,fantasy,romance
1305,0.9109999999999999,4.5,2,1300000,0,-1300000,action,romance,thriller
1306,24.391,6.5,10411,220000000,757890267,537890267,action,adventure,sci-fi
1307,20.846999999999998,6.4,7220,200000000,708996336,508996336,action,adventure,sci-fi
1308,9.042,5.8,690,20000000,67950723,47950723,crime,drama,thriller
1309,17.998,6.0,1851,73000000,352327887,279327887,action,animation,comedy
1313,50.288999999999994,7.6,19673,225000000,1517935897,1292935897,action,adventure,sci-fi
1319,8.665,6.9,756,10000000,134639780,124639780,comedy,drama,romance
1323,20.08,6.2,1916,140000000,199646680,59646680,adventure,family,fantasy
1324,14.327,7.3,4657,28000000,133162752,105162752,biography,comedy,drama
1325,12.322000000000001,7.4,1302,5000000,53972860,48972860,comedy,drama,romance
1326,11.231,5.8,678,32500000,48425971,15925971,comedy,drama,romance
1328,8.152000000000001,6.5,328,110000,11000000,10890000,biography,drama,history
1330,18.985,6.7,3495,80000000,158750817,78750817,action,adventure,drama
1334,7.445,6.4,4314,125000000,510878762,385878762,adventure,animation,comedy
1336,9.861,5.7,1627,45000000,135808837,90808837,action,comedy,romance
1337,18.05,6.1,3630,125000000,280355920,155355920,action,adventure,thriller
1339,11.219000000000001,6.7,1016,60000000,111946251,51946251,adventure,animation,comedy
1340,11.703,5.8,2223,10000000,68220952,58220952,horror,mystery,thriller
1342,6.495,6.0,240,900000,413733,-486267,comedy,fantasy,thriller
1343,8.328,5.8,186,3500000,615816,-2884184,comedy,drama,sport
1344,9.847000000000001,5.1,678,7400000,31187727,23787727,drama,fantasy,horror
1353,17.382,6.3,3196,155000000,418186950,263186950,adventure,family,fantasy
1354,2.398,5.5,48,18000000,40651864,22651864,adventure,documentary,history
1356,0.84,7.0,1,10000000,8890094,-1109906,action,horror,thriller
1359,20.063,6.2,2394,40000000,101985431,61985431,action,mystery,thriller
1360,18.886,7.5,5912,20000000,318000141,298000141,horror,mystery,thriller
1363,10.55,5.1,1072,25000000,71009334,46009334,crime,drama,thriller
1367,16.29,6.8,3873,135000000,573068425,438068425,action,adventure,animation
1368,3.674,4.7,42,2000000,0,-2000000,drama,horror,mystery
1371,15.517000000000001,5.6,2842,60000000,113461527,53461527,action,adventure,fantasy
1373,23.967,6.8,1158,34000000,38361428,4361428,action,adventure,drama
1375,3.127,3.1,9,1100000,0,-1100000,action,horror,sci-fi
1376,12.697000000000001,6.6,403,20000000,46604054,26604054,drama,mystery,thriller
1379,7.505,6.7,291,19100000,5965646,-13134354,biography,drama,thriller
1380,9.382,6.7,460,2000000,2279959,279959,comedy,drama,romance
1384,6.324,4.4,272,15000000,3503761,-11496239,drama,horror,thriller
1385,13.27,7.2,1895,10000000,28717667,18717667,biography,comedy,drama
1386,1.5519999999999998,2.0,1,3000000,156362,-2843638,drama,horror,sci-fi
1390,8.443,6.1,694,25000000,38993548,13993548,action,adventure,drama
1391,8.044,6.6,438,6500000,3027956,-3472044,adventure,drama,thriller
1393,14.88,5.4,1447,50000000,216562312,166562312,adventure,animation,comedy
1394,28.941999999999997,7.2,4989,55000000,192903624,137903624,action,crime,thriller
1395,22.961,6.4,2089,77000000,190453132,113453132,action,crime,thriller
1396,21.517,6.1,4647,82000000,268268174,186268174,action,adventure,thriller
1397,17.215999999999998,6.2,4219,100000000,311979256,211979256,action,adventure,thriller
1398,18.797,6.1,2876,100000000,209461378,109461378,action,adventure,thriller
1401,5.519,6.1,68,4000000,1158877,-2841123,drama,mystery,romance
1402,1.141,6.3,3,30000000,51078541,21078541,comedy,crime,thriller
1403,28.668000000000003,6.9,6335,250000000,1234846267,984846267,action,crime,thriller
1405,28.651,7.7,2096,15000000,94113929,79113929,biography,drama,history
1406,6.611000000000001,5.9,549,26000000,6154172,-19845828,biography,drama,thriller
1407,10.395,7.3,2325,11000000,129262388,118262388,biography,drama,sport
1409,12.673,6.4,943,70000000,49252761,-20747239,action,drama,history
1410,28.44,5.8,1846,13000000,136617305,123617305,action,horror,sci-fi
1411,11.25,7.0,1426,2000000,17061,-1982939,comedy,drama,romance
1420,10.34,6.3,762,19200000,5617460,-13582540,crime,drama,mystery
1421,2.336,5.8,11,1000000,1239174,239174,drama,fantasy,romance
1422,9.166,4.8,591,100000,41656474,41556474,horror,mystery,thriller
1423,8.807,5.8,783,3000000,101773,-2898227,crime,drama,thriller
1424,4.534,7.2,51,1500000,2592308,1092308,documentary,history,war
1425,2.971,6.5,9,2000000,2436,-1997564,comedy,fantasy,musical
1426,7.829,6.8,1135,45000000,65532491,20532491,drama,mystery,thriller
1427,5.945,6.3,70,900000,7396,-892604,comedy,drama,romance
1429,1.595,5.9,25,45000000,174278214,129278214,crime,drama,mystery
1430,13.714,6.4,982,5250000,4801837,-448163,drama,horror,sci-fi
1431,17.823,7.3,3971,90000000,239373970,149373970,crime,drama,mystery
1432,8.687000000000001,6.5,3075,25000000,66540205,41540205,drama,romance,sci-fi
1433,17.675,6.7,3135,187500000,333771037,146271037,adventure,animation,comedy
1436,18.31,8.0,8091,31000000,163981261,132981261,adventure,comedy,crime
1439,22.009,8.0,5197,84000000,386665550,302665550,biography,drama,musical
1440,14.501,5.5,1897,110000000,229155503,119155503,action,comedy,crime
1442,12.942,6.5,2280,25000000,81249176,56249176,action,adventure,drama
1443,10.177,6.9,563,6000000,21197454,15197454,comedy,crime,thriller
1444,0.84,5.3,2,70000000,94973540,24973540,action,animation,fantasy
1446,10.388,5.7,583,40000000,18594227,-21405773,action,crime,drama
1447,1.9609999999999999,6.5,16,850000,442638,-407362,biography,drama,sport
1450,20.680999999999997,7.7,8065,62000000,147864886,85864886,crime,drama,mystery
1451,16.912,6.6,2441,43000000,229727774,186727774,action,comedy,crime
1454,26.939,7.2,12076,250000000,1017003568,767003568,adventure,family,fantasy
1458,11.458,6.2,2788,50000000,64477051,14477051,action,adventure,drama
1460,21.805,6.2,933,40000000,126331750,86331750,comedy,fantasy,horror
1462,14.212,7.1,14587,80000000,677923379,597923379,action,adventure,sci-fi
1463,20.187,7.4,11170,130000000,864868047,734868047,action,adventure,sci-fi
1464,33.836999999999996,6.8,10087,125000000,766575131,641575131,action,adventure,sci-fi
1465,19.487000000000002,6.8,7609,160000000,648986787,488986787,action,adventure,sci-fi
1467,13.335,5.4,476,40000000,30963684,-9036316,action,adventure,crime
1468,11.248,6.5,562,10000000,3623609,-6376391,biography,crime,drama
1472,33.078,8.1,10396,15000000,227740463,212740463,biography,drama,thriller
1474,14.66,7.2,3614,40000000,169590606,129590606,drama,history,thriller
1475,9.362,5.4,920,32000000,27392609,-4607391,adventure,comedy,fantasy
1476,9.588,6.6,943,47500000,20718104,-26781896,biography,crime,drama
1477,8.494,5.5,324,750000,1011535,261535,drama,horror,mystery
1487,12.255999999999998,6.3,3140,40000000,351774938,311774938,action,drama,family
1489,8.426,6.6,854,4000000,36275469,32275469,comedy,drama,romance
1490,7.087000000000001,5.9,304,13000000,3617277,-9382723,crime,drama,horror
1491,9.269,6.3,393,6000000,42320503,36320503,biography,comedy,drama
1492,16.595,4.6,2143,150000000,319713881,169713881,action,adventure,family
1493,8.759,5.3,407,10600000,261364,-10338636,adventure,horror,sci-fi
1494,9.35,5.6,519,1800000,70165900,68365900,drama,horror,thriller
1495,7.561,4.5,297,4000000,25448707,21448707,drama,horror,thriller
1496,5.079,5.9,230,2000000,205298,-1794702,comedy,drama,musical
1497,1.4,4.9,9,13400000,164247,-13235753,comedy,crime,romance
1498,9.237,7.2,2199,20000000,92678948,72678948,drama,music,romance
1500,16.685,5.8,2193,80000000,130818912,50818912,action,adventure,fantasy
1501,10.157,5.1,825,5000000,38359310,33359310,horror,mystery,sci-fi
1502,13.754000000000001,4.5,805,70000000,58953319,-11046681,action,adventure,fantasy
1503,14.797,5.8,4102,180000000,348902025,168902025,action,adventure,drama
1504,19.352,7.2,2882,80000000,310660018,230660018,action,animation,comedy
1505,19.375,7.4,4839,60000000,457729388,397729388,action,adventure,animation
1506,14.607000000000001,6.3,424,70000000,122737201,52737201,action,adventure,animation
1508,11.812000000000001,7.1,1525,40000000,87145086,47145086,crime,drama,thriller
1509,28.583000000000002,8.2,10160,79300000,986214868,906914868,adventure,animation,drama
1510,1.4,4.5,3,1500000,0,-1500000,biography,documentary,war
1511,8.512,7.6,1493,77500000,102028919,24528919,adventure,animation,drama
1512,15.64,6.9,2895,4500000,18019834,13519834,comedy,drama,romance
1513,12.482000000000001,6.0,3789,275000000,260002115,-14997885,action,adventure,western
1517,10.202,6.2,844,25000000,29863840,4863840,action,adventure,crime
1518,11.048,6.2,1397,30000000,17121823,-12878177,adventure,biography,drama
1519,2.164,5.5,21,2500000,549632,-1950368,adventure,family,fantasy
1521,5.232,4.7,47,35000000,53899,-34946101,action,adventure,romance
1525,18.487000000000002,6.2,3647,90000000,162525156,72525156,action,adventure,western
1527,18.956,7.1,3525,75000000,104949584,29949584,action,adventure,comedy
1530,22.855999999999998,7.7,12172,108000000,655271443,547271443,adventure,drama,sci-fi
1531,1.42,3.5,16,3500000,182695,-3317305,action,biography,crime
1533,36.955,7.1,10626,34000000,348319861,314319861,action,mystery,sci-fi
1534,14.387,6.3,1676,42500000,76347393,33847393,action,crime,thriller
1535,7.725,5.8,186,3200000,5526942,2326942,comedy,drama,romance
1536,31.397,5.9,2896,178000000,529530715,351530715,action,horror,sci-fi
1537,0.6,8.0,2,6500000,1744952,-4755048,drama,mystery,thriller
1538,12.860999999999999,5.9,2229,70000000,158702748,88702748,comedy,drama,history
1539,16.484,6.3,2915,60000000,75965567,15965567,action,fantasy,horror
1540,6.1610000000000005,6.4,77,50000000,170857676,120857676,crime,drama,thriller
1541,18.53,5.5,4391,195000000,409953905,214953905,action,adventure,fantasy
1542,11.324000000000002,6.6,831,45000000,160971922,115971922,adventure,comedy,family
1544,11.147,7.0,1469,30000000,67255916,37255916,action,crime,drama
1545,13.743,7.1,4272,50000000,59596747,9596747,action,comedy,crime
1547,0.6709999999999999,4.5,2,100000,0,-100000,horror,sci-fi,thriller
1548,17.747,6.1,852,15000000,34820335,19820335,action,crime,thriller
1549,10.501,5.6,529,30000000,122529966,92529966,adventure,animation,comedy
1550,8.975,5.7,227,40000000,57438389,17438389,adventure,animation,comedy
1551,26.235,6.0,909,132900000,170293899,37393899,adventure,family,fantasy
1552,7.566,5.5,97,90000000,20466016,-69533984,action,family,fantasy
1553,9.216000000000001,6.7,605,40000000,55249159,15249159,comedy,drama,family
1554,1.29,5.6,5,49000000,72689126,23689126,comedy,drama,romance
1555,1.578,2.6,9,20000000,1065907,-18934093,adventure,family,fantasy
1558,13.508,6.2,2187,100000000,170936470,70936470,action,comedy,crime
1563,8.142999999999999,5.5,409,12500000,4027663,-8472337,crime,drama,mystery
1564,0.6,5.5,2,100000,20056,-79944,biography,documentary,music
1565,11.344000000000001,6.6,894,99000000,250091610,151091610,adventure,animation,comedy
1566,6.727,5.7,211,18000000,60278166,42278166,crime,drama,horror
1571,12.96,6.9,2781,15000000,47011449,32011449,crime,drama,thriller
1573,8.978,5.9,918,14000000,82925064,68925064,horror,mystery,thriller
1574,20.262999999999998,5.1,393,6000000,42785387,36785387,horror,mystery,thriller
1575,15.550999999999998,7.0,2506,50000000,179748880,129748880,biography,drama,history
1576,29.473000000000003,5.2,2018,88000000,159487563,71487563,action,adventure,sci-fi
1580,28.424,6.6,3754,9000000,111534881,102534881,action,horror,sci-fi
1581,18.975,6.3,2900,10000000,118514727,108514727,action,horror,sci-fi
1582,9.582,6.9,408,18000000,23910210,5910210,biography,drama,romance
1583,0.6,5.9,5,26000000,30601801,4601801,crime,mystery,thriller
1584,5.172999999999999,5.6,264,10000000,15037867,5037867,adventure,drama,horror
1586,1.5090000000000001,6.7,10,2000000,2303792,303792,comedy,drama,family
1588,19.41,7.4,11064,135000000,532938302,397938302,action,adventure,biography
1591,9.676,5.9,994,37000000,97143987,60143987,drama,horror,mystery
1592,2.948,5.1,24,25000000,29206732,4206732,adventure,documentary,war
1594,13.527999999999999,6.2,435,8500000,3180252,-5319748,action,crime,drama
1596,8.19,6.4,448,9500000,5278632,-4221368,biography,drama,music
1598,6.16,6.7,97,9000000,20395040,11395040,biography,comedy,drama
1600,9.908999999999999,6.1,5374,75000000,886750534,811750534,adventure,animation,comedy
1601,10.743,7.1,4859,91000000,187861183,96861183,adventure,comedy,drama
1602,6.46,6.9,296,1000000,11495204,10495204,biography,comedy,drama
1603,14.091,6.3,3037,13000000,118763442,105763442,drama,horror,thriller
1604,22.025,7.2,7224,19500000,195790794,176290794,adventure,drama,fantasy
1605,0.6609999999999999,7.0,2,50000,406299,356299,drama,mystery,sci-fi
1606,3.3139999999999996,6.4,51,1000000,6870,-993130,drama,mystery,thriller
1607,13.738,7.0,590,38000000,13143056,-24856944,adventure,comedy,crime
1609,10.341,6.7,394,1000000,5797192,4797192,comedy,drama,romance
1611,16.533,5.6,2112,110000000,563749323,453749323,adventure,animation,comedy
1612,12.940999999999999,5.7,1200,110000000,348547523,238547523,adventure,animation,comedy
1613,14.581,5.1,1225,35000000,43226146,8226146,crime,drama,mystery
1615,7.586,5.1,156,15000000,1148578,-13851422,action,crime,drama
1616,14.463,5.9,2879,160000000,217986320,57986320,action,adventure,family
1617,14.437000000000001,7.1,1455,30000000,16481405,-13518595,adventure,drama,romance
1618,13.679,6.6,1801,2500000,6916951,4416951,comedy,drama,romance
1619,13.815,5.7,1165,74000000,311013181,237013181,adventure,animation,comedy
1620,10.745999999999999,5.7,650,28000000,46752858,18752858,action,comedy,family
1622,14.53,5.4,233,20000000,62758010,42758010,adventure,animation,comedy
1624,6.4,5.9,142,4500000,8000366,3500366,action,crime,drama
1625,7.745,6.1,1008,19000000,49858465,30858465,comedy,drama,romance
1626,6.3,5.8,52,20000000,277943,-19722057,comedy,drama,fantasy
1627,13.866,7.9,6412,15000000,123327692,108327692,biography,drama,romance
1628,12.349,6.1,1404,38000000,27573078,-10426922,horror,mystery,sci-fi
1629,11.932,5.7,1596,90000000,139877913,49877913,action,adventure,romance
1632,10.307,6.1,3133,100000000,278731369,178731369,action,adventure,thriller
1634,13.427999999999999,5.4,836,22000000,69698495,47698495,action,adventure,crime
1636,20.34,6.0,4909,68000000,706102828,638102828,adventure,drama,fantasy
1642,0.631,8.0,1,5000000,98677816,93677816,comedy,drama,romance
1644,11.754000000000001,6.9,1906,35000000,61492104,26492104,adventure,biography,drama
1647,8.259,6.1,203,42000000,8514325,-33485675,action,fantasy,western
1648,10.228,5.4,1356,55000000,67130045,12130045,action,comedy,horror
1650,11.479000000000001,6.8,682,22500000,31054727,8554727,drama,history,war
1655,29.518,7.9,12411,100000000,389870414,289870414,biography,crime,drama
1656,14.03,5.7,1009,150000000,142634358,-7365642,drama,fantasy,horror
1657,4.323,6.3,6176,115000000,416456852,301456852,action,adventure,sci-fi
1658,12.780999999999999,6.1,2122,15000000,128955898,113955898,drama,fantasy,horror
1660,7.2010000000000005,6.6,628,6000000,16369708,10369708,drama,mystery,romance
1661,12.719000000000001,6.7,2990,20000000,47508505,27508505,action,comedy,sci-fi
1662,7.285,6.7,389,33000000,357687,-32642313,action,adventure,comedy
1664,7.058,5.1,93,36000000,4020990,-31979010,biography,drama,war
1673,12.017000000000001,6.0,2096,65000000,156974557,91974557,action,comedy,romance
1674,38.068000000000005,6.7,12764,150000000,449326618,299326618,action,adventure,fantasy
1675,43.45,7.5,11380,180000000,846980024,666980024,action,adventure,comedy
1676,31.014,6.7,10171,150000000,644602516,494602516,action,adventure,fantasy
1677,11.241,6.3,398,5000000,3187302,-1812698,comedy,crime,drama
1679,6.781000000000001,6.3,196,34000000,62582520,28582520,adventure,animation,comedy
1683,10.831,6.7,1402,21000000,81452811,60452811,drama,mystery,thriller
1684,6.695,5.9,82,50000,424149,374149,comedy,drama,romance
1685,9.562999999999999,5.7,1097,21500000,74326015,52826015,comedy,music,romance
1686,6.327999999999999,6.8,66,3400000,0,-3400000,biography,drama,fantasy
1687,24.968000000000004,6.3,4310,90000000,273477501,183477501,action,adventure,fantasy
1688,20.136,6.2,4610,170000000,206627518,36627518,action,adventure,family
1689,12.65,5.3,1058,48000000,112610386,64610386,comedy,family,fantasy
1692,17.243,5.9,3486,125000000,211856088,86856088,action,adventure,mystery
1693,12.213,6.0,1592,85000000,150422946,65422946,action,comedy,crime
1694,24.445,7.7,8340,200000000,1068879522,868879522,adventure,animation,comedy
1695,3.5810000000000004,6.7,29,6500000,3149,-6496851,action,adventure,drama
1697,18.423,5.8,1731,35000000,141123897,106123897,comedy,drama,romance
1699,11.035,6.0,3491,100000000,103039258,3039258,action,drama,sci-fi
1700,20.961,5.8,4805,210000000,1104039076,894039076,action,adventure,sci-fi
1701,5.3389999999999995,6.1,4961,195000000,1123790543,928790543,action,adventure,sci-fi
1702,24.258000000000003,6.0,3255,217000000,602893340,385893340,action,adventure,sci-fi
1707,11.909,5.5,589,35000000,786532,-34213468,crime,drama,thriller
1708,7.761,6.8,1094,12000000,1594955,-10405045,family,fantasy,music
1710,16.285999999999998,6.6,1880,125000000,344150134,219150134,adventure,animation,comedy
1711,13.459000000000001,6.3,4387,200000000,400062763,200062763,action,adventure,fantasy
1713,13.118,7.2,2816,35000000,252276928,217276928,adventure,drama,western
1716,9.89,6.4,307,25000000,6792768,-18207232,drama,history,romance
1717,14.876,6.1,1758,135000000,286896578,151896578,adventure,animation,comedy
1718,1.073,5.6,5,55000000,11532774,-43467226,action,drama,thriller
1719,8.655,5.3,601,3000000,1887554,-1112446,comedy,drama,horror
1720,6.12,5.0,132,7000000,1268346,-5731654,comedy,fantasy,horror
1722,12.354000000000001,7.4,2240,65000000,163527824,98527824,biography,drama,sport
1724,3.705,5.5,42,20000000,18826490,-1173510,comedy,drama,romance
1725,9.527000000000001,6.1,1781,13300000,7229933,-6070067,drama,horror,sci-fi
1727,18.976,5.5,2318,35000000,81209222,46209222,action,adventure,fantasy
1730,8.12,5.4,2019,1000000,64364198,63364198,horror,mystery,thriller
1731,17.861,6.1,365,1000000,16434588,15434588,crime,horror,mystery
1733,1.5190000000000001,3.3,21,30000000,168832,-29831168,drama,history,sport
1734,12.08,6.6,2043,40000000,136123083,96123083,action,mystery,thriller
1735,4.652,4.3,22,3000000,0,-3000000,action,horror,sci-fi
1736,16.316,6.2,667,1500000,14244931,12744931,drama,horror,mystery
1738,2.478,3.3,3,1500000,510957,-989043,action,horror,thriller
1741,11.220999999999998,5.9,328,40000000,1663785,-38336215,action,drama,history
1744,24.003,6.6,4149,180000000,215098356,35098356,action,adventure,fantasy
1745,2.989,6.0,12,20000000,20268825,268825,comedy,fantasy,horror
1747,6.65,5.0,145,16000000,94812,-15905188,comedy,horror,thriller
1749,7.821000000000001,6.7,699,6000000,3485383,-2514617,crime,drama,mystery
1751,14.640999999999998,4.3,312,60000000,70883171,10883171,action,adventure,sci-fi
1752,9.061,5.8,1200,40000000,31124367,-8875633,drama,horror,sci-fi
1756,10.654000000000002,6.8,2387,50000000,86234503,36234503,comedy,crime,drama
1757,23.445,7.0,5235,152000000,489592267,337592267,action,adventure,drama
1761,21.464000000000002,6.3,4071,160000000,425522281,265522281,action,adventure,fantasy
1762,13.259,6.3,4109,30000000,115121608,85121608,comedy,horror,romance
1766,10.809000000000001,6.3,1241,2000000,10153415,8153415,drama,music,romance
1767,9.931000000000001,6.7,1523,50000000,118729073,68729073,comedy,drama,family
1768,11.964,7.6,1306,7000000,10765283,3765283,drama,mystery,thriller
1771,22.031999999999996,6.6,286,45000000,12874922,-32125078,biography,comedy,drama
1773,12.27,5.9,1130,37500000,88473016,50973016,comedy,drama,romance
1774,1.9169999999999998,6.6,13,65000000,374105123,309105123,comedy,romance,sci-fi
1776,8.062000000000001,5.3,150,10000000,30768449,20768449,crime,drama,horror
1777,6.08,6.6,185,15000000,30138912,15138912,drama,family,sport
1778,8.022,5.9,609,10000000,17503828,7503828,comedy,drama,mystery
1780,8.564,6.2,596,35000000,25350747,-9649253,biography,comedy,drama
1783,13.026,6.4,2817,150000000,205440387,55440387,action,drama,thriller
1784,6.636,5.9,49,20000000,60831067,40831067,comedy,drama,romance
1787,10.097999999999999,7.0,1454,15000000,52460543,37460543,adventure,biography,drama
1788,0.917,8.0,1,30000000,4315789,-25684211,action,crime,drama
1789,9.355,6.4,356,8000000,5314194,-2685806,action,comedy,crime
1791,12.44,5.7,884,3500000,44378040,40878040,biography,drama,fantasy
1792,1.3880000000000001,6.0,8,2000000,0,-2000000,action,horror,thriller
1794,3.2119999999999997,3.8,12,2000000,0,-2000000,adventure,animation,comedy
1795,1.88,5.7,6,15000000,61847,-14938153,biography,drama,history
1796,11.147,6.9,444,30000000,50145607,20145607,adventure,animation,comedy
1799,10.219,5.4,690,12000000,23477345,11477345,drama,fantasy,horror
1802,8.627,5.8,151,18000000,94953,-17905047,action,fantasy,horror
1803,7.76,7.4,787,11000000,58586407,47586407,biography,drama,history
1804,8.482999999999999,6.1,159,13000000,0,-13000000,drama,romance,sci-fi
1807,31.618000000000002,7.3,12566,150000000,821133378,671133378,action,adventure,fantasy
1810,14.582,6.7,9132,190000000,531514650,341514650,action,adventure,horror
1811,14.991,5.6,2442,150000000,305270083,155270083,action,adventure,fantasy
1812,22.967,7.3,7780,165000000,496511521,331511521,adventure,animation,comedy
1814,39.293,6.5,8348,178000000,542537546,364537546,action,adventure,sci-fi
1815,41.867,7.5,10062,200000000,747862775,547862775,action,adventure,sci-fi
1816,1.4469999999999998,7.2,8211,160000000,355408305,195408305,action,adventure,sci-fi
1817,21.749000000000002,5.6,2452,85000000,345033359,260033359,action,adventure,thriller
1818,8.05,4.5,221,5000000,22958,-4977042,action,comedy,fantasy
1819,9.096,5.3,387,80000000,204774690,124774690,adventure,animation,comedy
1820,10.208,6.2,734,20000000,32838945,12838945,comedy,family,romance
1821,6.209,5.8,431,15000000,34247816,19247816,comedy,drama,romance
1822,11.45,6.6,1258,1000000,26887177,25887177,action,comedy,horror
1824,0.6,3.0,4,50000000,26121638,-23878362,adventure,comedy,fantasy
1827,7.931,5.6,131,20000000,34454336,14454336,adventure,animation,comedy
1830,10.764000000000001,5.3,886,80000000,170805525,90805525,comedy,family,romance
1832,3.4339999999999997,5.5,43,35000000,12506188,-22493812,comedy,drama,romance
1833,27.549,7.7,9977,150000000,1019429616,869429616,adventure,animation,comedy
